Sector,Outcome,Output,Area,Partner,Category,Value
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Tripoli,CARE,Stabilization,183500
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Tripoli,RI,Stabilization,558000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Tripoli,UNDP,Stabilization,2625000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Akkar,DRC,Stabilization,125000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Akkar,IOM,Stabilization,1000000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Beirut,OXFAM,Stabilization,80000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Bekaa,CARE,Stabilization,33000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Bekaa,DRC,Stabilization,250000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Bekaa,IOM,Stabilization,1000000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,South,DRC,Stabilization,125000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,South,IOM,Stabilization,500000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Tripoli,OXFAM,Stabilization,60000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.3 Cap of MSMEs to create jobs improved,Tripoli,DRC,Stabilization,125000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Akkar,PU AMI,Stabilization,80000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Akkar,CONCERN,Stabilization,100000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Akkar,WVI,Stabilization,250000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Akkar,UNDP,Stabilization,1875000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Akkar,ILO,Stabilization,2108000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Beirut,PU AMI,Stabilization,60000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Beirut,CONCERN,Stabilization,100000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Beirut,UNDP,Stabilization,3750000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Bekaa,WVI,Stabilization,250000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Bekaa,Save the Children,Stabilization,1200000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Bekaa,UNDP,Stabilization,3750000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Countrywide,ANERA,Stabilization,150000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Countrywide,FAO,Stabilization,3000000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,South,PU AMI,Stabilization,60000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,South,WVI,Stabilization,250000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,South,Mercy Corps,Stabilization,1000000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,South,UNDP,Stabilization,3750000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,LH-1.4 value chains strengthened and upgraded,Tripoli,UNDP,Stabilization,1875000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Countrywide,ILO,Stabilization,4066750
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Countrywide,UNIDO,Stabilization,750000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Countrywide,UNDP,Stabilization,8000000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Tripoli,Mercy Corps,Stabilization,50000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Tripoli,RI,Stabilization,300000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Countrywide,CONCERN,Stabilization,85000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Countrywide,ACTED,Stabilization,250000
"Livelihoods (LH): Pop Target = 242,536",LH-1 Improve income for vuln groups&MSMEs,"LH-1.5 Pol, strat, plans for jobs, MSMEs, LH",Countrywide,UNHCR,Stabilization,100000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Akkar,UNHCR,Refugee,133178
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Bekaa,UNRWA,Refugee,131576
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Bekaa,UNHCR,Refugee,946388
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Bekaa,WVI,Refugee,30000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Bekaa,UNHCR,Stabilization,4708
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Bekaa,WVI,Stabilization,30000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Countrywide,CLMC Lebanon,Refugee,1650
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Countrywide,UNHCR,Refugee,620000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Countrywide,IOM,Refugee,1000000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Countrywide,CLMC Lebanon,Stabilization,1650
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Countrywide,UNHCR,Stabilization,600000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Countrywide,IOM,Stabilization,1000000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.1 Access to territory,Countrywide,UNRWA,Refugee,22704
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Akkar,NRC,Refugee,266175
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Akkar,UNHCR,Refugee,729203
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Beirut,NRC,Refugee,177450
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Beirut,UNHCR,Refugee,756624.45
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Bekaa,NRC,Refugee,621075
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Bekaa,UNHCR,Refugee,1389448
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Countrywide,UNRWA,Refugee,215504
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Countrywide,CLMC Lebanon,Refugee,319800
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,South,NRC,Refugee,354900
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,South,UNHCR,Refugee,756463
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Tripoli,NRC,Refugee,354900
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Tripoli,UNHCR,Refugee,1104685
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Bekaa,OXFAM,Refugee,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Countrywide,Makhzoumi,Refugee,15600
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Countrywide,International Alert,Refugee,70000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Tripoli,OXFAM,Refugee,45000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Akkar,NRC,Stabilization,6825
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Beirut,NRC,Stabilization,4550
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Bekaa,NRC,Stabilization,15925
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Countrywide,UNHCR,Refugee,425000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Countrywide,UNHCR,Stabilization,425000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,South,NRC,Stabilization,9100
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.2 Access to justic documentation,Tripoli,NRC,Stabilization,9100
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Beirut,UNHCR,Refugee,378312.225
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Bekaa,UNHCR,Refugee,753344
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Countrywide,NRC,Refugee,420000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,South,UNHCR,Refugee,541427.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Akkar,UNHABITAT,Refugee,9000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Akkar,UNHCR,Refugee,33144.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Akkar,UNHABITAT,Stabilization,9000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Akkar,UNHCR,Stabilization,16572.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Beirut,UNHABITAT,Refugee,12500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Beirut,UNHABITAT,Stabilization,12500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Beirut,UNHCR,Stabilization,126104.075
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Bekaa,UNHABITAT,Refugee,9000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Bekaa,UNHABITAT,Stabilization,9000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Bekaa,UNHCR,Stabilization,141252
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Countrywide,UNRWA,Refugee,16505.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Countrywide,UNRWA,Stabilization,16505.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,South,UNHABITAT,Refugee,12500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,South,UNHABITAT,Stabilization,12500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,South,UNHCR,Stabilization,84051.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Tripoli,UNHABITAT,Refugee,12500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Tripoli,UNHCR,Refugee,53194.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Tripoli,UNHABITAT,Stabilization,12500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Tripoli,UNHCR,Stabilization,26597.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Akkar,NRC,Refugee,21000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Beirut,NRC,Refugee,14000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Bekaa,OXFAM,Refugee,2500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Bekaa,NRC,Refugee,49000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,South,NRC,Refugee,28000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Tripoli,OXFAM,Refugee,2500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Tripoli,NRC,Refugee,28000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 1. Territory justic legal stay,PRT -1.3  Legal remedies and protection,Countrywide,UNHCR,Refugee,40000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,RET,Refugee,11000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,PU AMI,Refugee,87500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,UNHCR,Refugee,1245641.815
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,NRC,Refugee,159835.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,DRC,Refugee,117500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,RET,Refugee,43000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,PU AMI,Refugee,37500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,IRC,Refugee,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,NRC,Refugee,56000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,UNHCR,Refugee,1966567.685
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,ActionAid,Refugee,120000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,NRC,Refugee,296557
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,UNHCR,Refugee,2048940.01
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,Mercy Corps,Refugee,180000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,DRC,Refugee,235000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,RI,Refugee,524000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,OXFAM,Refugee,120000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,PU AMI,Refugee,61000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,UNHCR,Refugee,1212804.92
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,DRC,Refugee,117500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,NRC,Refugee,112000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,Mercy Corps,Refugee,120000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,RET,Refugee,35000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,UNHCR,Refugee,1381133.885
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,IRC,Refugee,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,NRC,Refugee,187835.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,DRC,Refugee,117500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,OXFAM,Refugee,265000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,RI,Refugee,524000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,RET,Stabilization,8000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,PU AMI,Stabilization,67500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,UNHCR,Stabilization,1205459.825
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,IOM,Refugee,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,RET,Stabilization,31000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,PU AMI,Stabilization,22500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,IOM,Stabilization,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Beirut,UNHCR,Stabilization,1829365.285
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,IOM,Refugee,200000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,ActionAid,Stabilization,100000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,IOM,Stabilization,200000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,UNHCR,Stabilization,1957204.77
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,CLMC Lebanon,Refugee,196000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,MoSA,Refugee,4110000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,CLMC Lebanon,Stabilization,196000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,OXFAM,Stabilization,65000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,MoSA,Stabilization,4110000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,IOM,Refugee,350000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,PU AMI,Stabilization,41000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,IOM,Stabilization,350000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,UNHCR,Stabilization,1174180.56
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,Safadi Foundation,Refugee,55000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,RET,Stabilization,25000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,OXFAM,Stabilization,75000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,Safadi Foundation,Stabilization,55000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,UNHCR,Stabilization,1336581.175
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,UNHCR,Refugee,750000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Countrywide,UNHCR,Stabilization,750000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,DRC,Stabilization,21500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Akkar,NRC,Stabilization,25278.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,DRC,Stabilization,43000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,NRC,Stabilization,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Bekaa,Mercy Corps,Stabilization,60000
